Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Lambda2_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime,Regime_Label_Calc
Argentina,1974,Lore,4.0,4.6,6.6,4.0,4.0,0.1092,0.8139,4.562,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1974,Shield,4.0,4.8,7.0,4.0,3.8,0.1346,0.8139,4.562,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1974,Stewards,4.0,4.8,6.0,4.0,4.8,0.113,0.8139,4.562,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1975,Archive,3.0,3.2,8.0,3.0,-0.3,0.066,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Craft,4.0,4.0,7.0,4.0,3.0,0.0993,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Flow,3.0,3.2,8.0,3.0,-0.3,0.0836,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Hands,3.0,3.2,8.0,3.0,-0.3,0.0836,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Helm,2.8,3.2,9.0,2.6,-1.7,0.0757,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Lore,3.0,3.2,8.0,3.0,-0.3,0.066,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Shield,3.0,3.6,8.2,3.0,-0.1,0.0826,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1975,Stewards,3.0,3.6,8.0,3.0,0.1,0.066,0.4813,0.013,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Archive,3.0,3.0,8.0,3.0,-0.5,0.075,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Craft,4.0,5.0,7.0,4.0,4.0,0.1138,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Flow,4.0,4.0,7.0,4.0,3.0,0.1138,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Hands,2.0,3.0,9.0,2.0,-3.0,0.0752,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Helm,4.0,5.0,8.0,3.0,2.5,0.1029,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Lore,3.0,3.2,8.0,3.0,-0.3,0.075,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Shield,6.0,7.0,7.0,4.0,8.0,0.1263,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1976,Stewards,5.0,5.0,7.0,4.0,5.0,0.0947,0.5434,2.337,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Archive,3.0,3.0,8.0,3.0,-0.5,0.0791,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Craft,4.0,5.0,7.0,4.0,4.0,0.1221,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Flow,4.0,4.0,7.0,4.0,3.0,0.1221,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Hands,2.0,3.0,9.0,2.0,-3.0,0.0803,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Helm,5.0,5.0,7.0,4.0,5.0,0.1292,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Lore,2.4,3.0,8.0,2.6,-1.3,0.0728,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Shield,7.0,7.0,6.0,5.0,10.5,0.1532,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1977,Stewards,5.0,5.0,6.0,4.0,6.0,0.1057,0.557,2.962,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Archive,3.0,3.2,7.0,3.0,0.7,0.0935,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Craft,5.0,5.0,6.0,5.0,6.5,0.1588,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Flow,5.0,5.0,6.0,5.0,6.5,0.1588,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Hands,2.0,3.0,8.6,2.0,-2.6,0.0916,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Helm,5.0,5.0,6.0,5.0,6.5,0.1588,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Lore,3.0,3.0,7.0,3.0,0.5,0.0935,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Shield,7.0,7.0,6.0,5.0,10.5,0.1729,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1978,Stewards,5.0,5.0,6.0,5.0,6.5,0.1225,0.6701,4.388,-2.6,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Archive,4.0,4.0,6.0,3.0,3.5,0.1127,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Craft,5.0,5.0,6.0,5.0,6.5,0.1654,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Flow,5.0,5.0,6.0,5.0,6.5,0.1654,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Hands,2.0,3.0,8.0,2.0,-2.0,0.0988,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Helm,5.0,5.4,6.0,5.0,6.9,0.1654,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Lore,3.0,4.0,7.0,3.0,1.5,0.0982,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Shield,7.0,7.0,5.0,5.0,11.5,0.1903,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1979,Stewards,5.0,5.8,5.2,5.0,8.1,0.1349,0.7242,5.312,-2.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1980,Archive,4.0,4.0,6.0,4.0,4.0,0.1184,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Craft,5.0,5.0,6.0,5.0,6.5,0.1653,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Flow,4.0,5.0,7.0,4.0,4.0,0.1422,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Hands,3.0,3.0,8.0,3.0,-0.5,0.1183,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Helm,5.0,5.8,6.0,5.0,7.3,0.1653,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Lore,3.0,3.8,7.0,3.0,1.3,0.0987,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Shield,7.0,7.0,5.0,5.0,11.5,0.1901,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1980,Stewards,5.0,5.8,5.0,5.0,8.3,0.1371,0.7672,5.3,-0.5,MODERATE_STRESS,Moderate Stress
Argentina,1981,Archive,4.0,4.0,7.0,4.0,3.0,0.0958,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Craft,4.0,5.0,7.0,4.0,4.0,0.1213,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Flow,3.0,4.0,8.0,3.0,0.5,0.1014,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Hands,3.0,3.0,8.0,3.0,-0.5,0.1014,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Helm,4.0,4.6,7.0,4.0,3.6,0.1213,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Lore,3.0,4.0,7.0,3.0,1.5,0.085,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Shield,6.0,7.0,6.0,5.0,9.5,0.1465,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1981,Stewards,4.0,4.6,7.0,4.0,3.6,0.0958,0.6476,3.15,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1982,Archive,3.0,3.2,8.0,3.0,-0.3,0.0669,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Craft,3.0,4.0,8.0,3.0,0.5,0.0826,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Flow,2.0,3.0,9.0,2.0,-3.0,0.0655,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Hands,3.0,3.0,8.0,3.0,-0.5,0.0826,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Helm,2.8,3.2,9.0,2.8,-1.6,0.0757,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Lore,4.0,4.0,7.0,4.0,3.0,0.0794,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Shield,5.0,6.0,8.0,4.0,5.0,0.0981,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1982,Stewards,3.0,3.2,8.0,3.0,-0.3,0.0669,0.4746,0.35,-3.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1983,Archive,5.0,5.0,6.0,5.0,6.5,0.1356,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Craft,4.8,5.0,5.4,4.8,6.8,0.1716,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Flow,4.0,4.0,6.0,4.0,4.0,0.1538,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Hands,4.0,4.0,6.0,4.0,4.0,0.1538,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Helm,5.0,5.0,6.0,5.0,6.5,0.1687,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Lore,5.0,5.0,5.0,5.0,7.5,0.1434,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Shield,4.0,4.2,7.0,4.0,3.2,0.145,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1983,Stewards,4.0,4.4,6.0,4.0,4.4,0.1236,0.9322,5.363,3.2,MODERATE_STRESS,Moderate Stress
Argentina,1984,Archive,6.0,6.0,5.0,6.0,10.0,0.1805,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Craft,5.0,5.0,5.0,5.0,7.5,0.2082,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Flow,5.0,5.0,5.0,5.0,7.5,0.2082,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Hands,5.0,5.0,5.0,5.0,7.5,0.2082,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Helm,6.0,6.0,5.0,6.0,10.0,0.2243,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Lore,6.0,6.0,4.0,6.0,11.0,0.1908,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Shield,4.0,5.0,6.0,4.0,5.0,0.1786,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1984,Stewards,4.0,5.0,5.0,4.0,6.0,0.1525,1.1677,8.062,5.0,STRAINED_COHERENT,Strained-Coherent
Argentina,1985,Archive,6.0,6.0,5.0,6.0,10.0,0.1751,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Craft,5.0,5.0,5.0,5.0,7.5,0.2004,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Flow,4.0,4.8,6.2,4.0,4.6,0.1701,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Hands,4.8,5.0,5.2,4.8,7.0,0.1948,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Helm,6.0,6.0,5.0,6.0,10.0,0.2158,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Lore,6.0,6.0,4.0,6.0,11.0,0.1851,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Shield,4.0,5.0,6.0,4.0,5.0,0.1721,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1985,Stewards,4.0,5.0,5.2,4.0,5.8,0.1464,1.1108,7.613,4.6,FRAGMENTED,Fragmented-Capable
Argentina,1986,Archive,6.0,6.0,5.0,6.0,10.0,0.1843,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Craft,5.0,5.0,5.0,5.0,7.5,0.2117,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Flow,5.0,5.0,5.0,5.0,7.5,0.2117,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Hands,5.0,5.0,5.0,5.0,7.5,0.2117,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Helm,6.0,6.0,5.0,6.0,10.0,0.2282,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Lore,6.0,6.0,4.0,6.0,11.0,0.1948,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Shield,4.0,5.0,5.2,4.0,5.8,0.1904,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1986,Stewards,4.8,5.0,5.0,4.8,7.2,0.168,1.2589,8.312,5.8,STRAINED_COHERENT,Strained-Coherent
Argentina,1987,Archive,5.0,5.2,5.0,5.0,7.7,0.147,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Craft,5.0,5.0,5.0,5.0,7.5,0.182,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Flow,4.0,5.0,6.0,4.0,5.0,0.1568,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Hands,4.0,4.2,6.0,4.0,4.2,0.1568,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Helm,5.0,5.0,6.0,5.0,6.5,0.172,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Lore,5.0,5.2,5.0,5.0,7.7,0.147,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Shield,4.0,5.0,7.0,4.0,4.0,0.1479,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1987,Stewards,4.0,5.0,5.6,4.0,5.4,0.1296,0.9714,6.0,4.0,FRAGMENTED,Fragmented-Capable
Argentina,1988,Archive,4.2,5.0,6.0,4.2,5.3,0.1059,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Craft,4.0,5.0,6.0,4.0,5.0,0.1293,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Flow,3.0,4.0,7.0,3.0,1.5,0.1083,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Hands,3.0,4.0,7.0,3.0,1.5,0.1083,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Helm,4.0,4.4,7.0,4.0,3.4,0.1222,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Lore,4.2,4.8,6.0,4.2,5.1,0.1059,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Shield,4.0,5.0,7.0,4.0,4.0,0.1222,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1988,Stewards,3.0,4.0,7.0,3.0,1.5,0.087,0.6684,3.413,1.5,SYSTEMIC_CRISIS,Systemic Crisis
Argentina,1989,Archive,3.0,3.2,7.0,3.0,0.7,0.0613,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Craft,3.0,4.0,8.0,3.0,0.5,0.0712,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Flow,1.0,2.0,10.0,2.0,-6.0,0.0457,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Hands,2.0,3.0,9.0,2.0,-3.0,0.0568,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Helm,2.0,3.0,9.0,2.0,-3.0,0.0568,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Lore,3.0,4.0,7.0,3.0,1.5,0.0613,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Shield,3.6,4.0,7.0,3.6,2.4,0.0807,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1989,Stewards,2.0,3.0,9.0,2.0,-3.0,0.0462,0.3391,-1.238,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Argentina,1990,Archive,4.0,5.0,6.0,4.0,5.0,0.1096,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Craft,4.0,5.0,6.0,4.0,5.0,0.1362,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Flow,4.0,5.0,7.0,4.0,4.0,0.1286,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Hands,3.0,4.0,7.0,3.0,1.5,0.1139,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Helm,4.0,5.0,7.0,4.0,4.0,0.1286,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Lore,4.0,5.0,6.0,4.0,5.0,0.1096,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Shield,4.0,5.0,6.0,4.0,5.0,0.1362,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1990,Stewards,4.0,5.0,6.0,4.0,5.0,0.1096,0.7745,4.312,1.5,MODERATE_STRESS,Moderate Stress
Argentina,1991,Archive,5.0,5.0,5.0,5.0,7.5,0.1598,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Craft,5.0,6.0,5.0,5.0,8.5,0.1996,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Flow,5.0,6.0,5.0,5.0,8.5,0.1996,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Hands,4.0,5.0,5.0,4.0,6.0,0.1819,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Helm,5.0,6.0,5.0,5.0,8.5,0.1996,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Lore,5.0,5.0,5.0,5.0,7.5,0.1598,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Shield,4.0,5.0,5.0,4.0,6.0,0.1819,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1991,Stewards,5.0,6.0,5.0,5.0,8.5,0.1598,1.1457,7.625,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Archive,5.0,5.0,5.0,5.0,7.5,0.1606,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Craft,5.0,6.0,5.0,5.0,8.5,0.201,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Flow,5.0,6.0,5.0,5.0,8.5,0.201,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Hands,4.0,5.0,5.0,4.0,6.0,0.1832,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Helm,5.0,6.0,5.0,6.0,9.0,0.2074,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Lore,5.0,5.0,5.0,5.0,7.5,0.1606,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Shield,4.0,5.0,5.0,4.0,6.0,0.1832,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1992,Stewards,5.0,6.0,5.0,5.0,8.5,0.1606,1.1541,7.688,6.0,FRAGMENTED,Fragmented-Capable
Argentina,1993,Archive,5.0,5.0,5.0,5.0,7.5,0.1758,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Craft,6.0,6.0,4.0,6.0,11.0,0.2562,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Flow,6.0,6.0,4.0,5.0,10.5,0.2492,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Hands,5.0,5.0,4.0,5.0,8.5,0.2378,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Helm,5.4,6.0,5.0,6.0,9.4,0.2361,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Lore,5.0,5.0,5.0,5.0,7.5,0.1758,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Shield,5.0,5.0,5.0,5.0,7.5,0.2245,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1993,Stewards,5.0,6.0,4.0,5.0,9.5,0.1862,1.327,8.925,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Archive,5.0,5.0,5.0,5.0,7.5,0.1753,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Craft,6.0,6.0,4.0,6.0,11.0,0.2553,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Flow,6.0,6.0,4.0,5.0,10.5,0.2482,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Hands,5.0,5.0,4.0,5.0,8.5,0.237,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Helm,5.0,6.0,5.0,6.0,9.0,0.231,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Lore,5.0,5.0,5.0,5.0,7.5,0.1753,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Shield,5.0,5.0,5.0,5.0,7.5,0.2237,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1994,Stewards,5.0,6.0,4.0,5.0,9.5,0.1857,1.3213,8.875,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Archive,5.0,5.0,5.0,5.0,7.5,0.1768,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Craft,6.0,6.0,4.0,6.0,11.0,0.2562,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Flow,6.0,6.0,4.0,5.0,10.5,0.2491,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Hands,5.0,5.0,5.0,5.0,7.5,0.2244,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Helm,6.0,6.0,5.0,6.0,10.0,0.2421,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Lore,5.0,5.0,5.0,5.0,7.5,0.1768,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Shield,5.0,5.0,5.0,5.0,7.5,0.2244,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1995,Stewards,6.0,6.0,4.0,5.0,10.5,0.1962,1.3321,9.0,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Archive,5.0,5.0,5.0,5.0,7.5,0.1785,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Craft,6.0,6.0,4.0,6.0,11.0,0.2595,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Flow,6.0,6.0,4.0,5.0,10.5,0.2523,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Hands,5.0,5.0,5.0,5.0,7.5,0.2272,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Helm,6.0,6.0,4.0,6.0,11.0,0.2595,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Lore,5.0,5.0,5.0,5.0,7.5,0.1785,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Shield,5.0,5.0,5.0,5.0,7.5,0.2272,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1996,Stewards,6.0,6.0,4.0,5.0,10.5,0.1981,1.3495,9.125,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Archive,5.0,5.0,4.0,5.0,8.5,0.1935,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Craft,6.0,6.0,4.0,6.0,11.0,0.2631,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Flow,6.0,6.0,4.0,5.0,10.5,0.2558,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Hands,5.0,5.0,5.0,5.0,7.5,0.2303,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Helm,6.0,6.0,4.0,6.0,11.0,0.2631,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Lore,5.0,5.2,4.0,5.0,8.7,0.1935,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Shield,5.0,5.0,5.0,5.0,7.5,0.2303,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1997,Stewards,6.0,6.0,4.0,5.0,10.5,0.2027,1.426,9.4,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1998,Archive,5.0,5.0,5.0,5.0,7.5,0.1689,1.2478,8.3,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1998,Craft,6.0,6.0,4.0,6.0,11.0,0.2448,1.2478,8.3,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1998,Flow,5.0,5.2,5.0,5.0,7.7,0.2148,1.2478,8.3,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1998,Hands,5.0,5.0,5.0,5.0,7.5,0.2148,1.2478,8.3,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1998,Helm,5.0,6.0,5.0,6.0,9.0,0.2217,1.2478,8.3,7.5,STRAINED_COHERENT,Strained-Coherent
Argentina,1998,Lore,5.0,5.2,5.0,5.0,7.7,0.1689,1.2478,8.3,7.5,STRAINED_COHERENT,Strained-Coherent
