Year,Node,Coherence_G,Capacity_G,Stress_G,Abstraction_G,Coherence_K,Capacity_K,Stress_K,Abstraction_K,Society
1934,Craft,6,6,4,6,6,7.0,5,6,Egypt
1934,Flow,7,6,5,6,8,8.5,5,7,Egypt
1934,Hands,5,5,5,3,5,7.0,6,4,Egypt
1934,Helm,6,6,5,6,8,8.0,5,7,Egypt
1934,Lore,7,6,5,7,6,7.0,6,7,Egypt
1934,Shield,6,5,5,5,7,7.0,5,7,Egypt
1934,Stewards,7,7,4,6,7,8.0,5,6,Egypt
1935,Archive,7,7,5,8,7,7.0,5,7,Egypt
1935,Craft,7,6,5,7,6,7.0,5,6,Egypt
1935,Flow,7,7,6,7,8,9.0,5,7,Egypt
1935,Hands,6,5,6,4,5,7.0,6,4,Egypt
1935,Helm,5,6,7,6,8,8.0,5,7,Egypt
1935,Lore,7,7,7,8,6,7.0,6,7,Egypt
1935,Shield,7,6,7,6,7,7.0,5,7,Egypt
1935,Stewards,7,7,5,7,7,8.0,5,6,Egypt
1936,Archive,7,7,4,8,7,7.0,5,7,Egypt
1936,Craft,7,6,4,7,7,7.0,5,6,Egypt
1936,Flow,7,7,4,7,8,9.0,5,7,Egypt
1936,Hands,6,5,5,4,5,7.0,6,4,Egypt
1936,Helm,7,6,4,6,8,8.0,5,8,Egypt
1936,Lore,8,7,4,8,7,7.0,6,7,Egypt
1936,Shield,6,5,4,5,7,8.0,5,7,Egypt
1936,Stewards,7,7,4,7,7,8.0,5,6,Egypt
1937,Archive,7,7,4,8,7,7.0,5,7,Egypt
1937,Craft,7,6,5,7,7,7.0,5,6,Egypt
1937,Flow,7,6,5,7,8,9.0,5,7,Egypt
1937,Hands,5,5,6,4,5,7.0,6,4,Egypt
1937,Helm,4,5,7,6,8,8.0,5,8,Egypt
1937,Lore,7,6,5,8,7,7.0,6,7,Egypt
1937,Shield,6,5,5,5,7,8.0,5,7,Egypt
1937,Stewards,7,6,5,7,7,8.0,5,6,Egypt
1938,Archive,7,7,4,8,7,7.0,5,7,Egypt
1938,Craft,6,6,5,7,6,7.0,6,6,Egypt
1938,Flow,6,6,5,7,8,8.5,5,7,Egypt
1938,Hands,5,5,6,4,5,7.0,6,4,Egypt
1938,Helm,4,5,7,6,7,8.0,6,7,Egypt
1938,Lore,6,6,6,8,6,7.0,7,7,Egypt
1938,Shield,6,5,5,5,7,8.0,5,7,Egypt
1938,Stewards,6,6,5,7,7,8.0,5,6,Egypt
1939,Archive,8,7,5,8,7,7.0,6,7,Egypt
1939,Craft,6,6,6,7,6,7.0,6,6,Egypt
1939,Flow,5,6,7,7,8,8.5,6,7,Egypt
1939,Hands,4,5,7,4,5,7.0,6,4,Egypt
1939,Helm,4,5,8,6,7,8.0,6,7,Egypt
1939,Lore,6,6,7,8,6,7.0,7,7,Egypt
1939,Shield,5,5,7,5,7,8.0,6,7,Egypt
1939,Stewards,6,6,7,7,7,8.0,6,6,Egypt
1940,Archive,8,8,6,8,7,7.0,6,7,Egypt
1940,Craft,6,6,7,7,6,7.0,6,6,Egypt
1940,Flow,5,7,8,7,8,8.5,6,7,Egypt
1940,Hands,4,5,9,4,5,7.0,6,4,Egypt
1940,Helm,3,5,9,6,7,8.0,6,7,Egypt
1940,Lore,5,6,8,8,6,7.0,7,7,Egypt
1940,Shield,4,5,8,6,7,8.0,6,7,Egypt
1940,Stewards,5,6,8,7,7,8.0,6,6,Egypt
1941,Archive,8,8,7,8,7,7.0,6,7,Egypt
1941,Craft,6,6,8,7,6,6.0,6,6,Egypt
1941,Flow,5,8,9,8,7,8.0,6,7,Egypt
1941,Hands,4,5,9,4,5,7.0,7,4,Egypt
1941,Helm,3,4,10,6,7,7.0,6,7,Egypt
1941,Lore,5,6,9,8,6,6.0,7,7,Egypt
1941,Shield,4,4,9,6,7,7.0,6,7,Egypt
1941,Stewards,5,5,9,7,7,8.0,6,6,Egypt
1942,Archive,8,8,6,8,7,7.0,7,7,Egypt
1942,Craft,6,7,7,7,6,6.0,7,6,Egypt
1942,Flow,6,9,8,8,7,7.0,7,7,Egypt
1942,Hands,4,5,9,4,5,6.0,8,4,Egypt
1942,Helm,4,5,9,6,7,7.0,7,7,Egypt
1942,Lore,5,6,8,8,6,6.0,7,7,Egypt
1942,Shield,5,5,8,6,7,7.0,7,7,Egypt
1942,Stewards,6,7,8,8,7,7.0,7,6,Egypt
1943,Archive,8,8,5,8,7,7.0,7,7,Egypt
1943,Craft,7,7,6,7,6,6.0,7,6,Egypt
1943,Flow,7,9,7,8,7,7.0,7,7,Egypt
1943,Hands,5,5,8,4,5,6.0,8,4,Egypt
1943,Helm,5,6,7,6,6,7.0,7,7,Egypt
1943,Lore,6,7,7,8,6,6.0,8,7,Egypt
1943,Shield,6,6,6,6,6,7.0,8,7,Egypt
1943,Stewards,7,7,7,8,7,7.0,7,6,Egypt
1944,Archive,8,8,4,8,6,7.0,7,7,Egypt
1944,Craft,7,6,5,7,5,6.0,8,6,Egypt
1944,Flow,7,7,6,7,6,7.0,8,7,Egypt
1944,Hands,5,5,7,4,4,6.0,9,4,Egypt
1944,Helm,4,5,7,6,6,6.0,8,7,Egypt
1944,Lore,7,6,6,8,5,6.0,8,7,Egypt
1944,Shield,6,5,5,5,6,6.0,8,7,Egypt
1944,Stewards,7,7,5,7,6,7.0,7,6,Egypt
1945,Archive,8,7,5,8,7,7.0,7,7,Egypt
1945,Craft,6,6,7,7,6,6.0,7,6,Egypt
1945,Flow,6,6,7,7,7,7.5,7,7,Egypt
1945,Hands,4,5,8,4,5,6.0,8,4,Egypt
1945,Helm,3,4,9,6,6,7.0,7,7,Egypt
1945,Lore,6,6,7,8,5,6.0,8,7,Egypt
1945,Shield,5,5,7,5,6,7.0,8,7,Egypt
1945,Stewards,6,6,6,7,7,7.0,7,6,Egypt
1946,Archive,8,7,6,8,7,7.0,6,7,Egypt
1946,Craft,5,6,8,7,6,7.0,6,6,Egypt
1946,Flow,6,6,8,7,8,8.0,6,7,Egypt
1946,Hands,3,4,9,4,5,7.0,7,4,Egypt
1946,Helm,3,4,9,6,7,7.0,6,7,Egypt
1946,Lore,5,6,9,8,6,7.0,7,7,Egypt
1946,Shield,5,5,8,5,7,7.0,6,7,Egypt
1946,Stewards,6,6,7,7,7,8.0,6,6,Egypt
1947,Archive,8,7,5,8,7,7.0,6,7,Egypt
1947,Craft,6,6,7,7,6,7.0,6,6,Egypt
1947,Flow,6,6,7,7,8,8.5,6,7,Egypt
1947,Hands,4,4,8,4,5,7.0,7,4,Egypt
1947,Helm,4,4,8,6,7,7.0,6,7,Egypt
1947,Lore,6,6,8,8,6,7.0,7,7,Egypt
1947,Shield,6,5,7,5,7,7.0,6,7,Egypt
1947,Stewards,7,6,6,7,7,8.0,6,6,Egypt
1948,Archive,7,7,7,8,6,6.0,8,7,Egypt
1948,Craft,5,5,9,7,5,6.0,8,6,Egypt
1948,Flow,5,6,9,7,7,7.0,8,7,Egypt
1948,Hands,3,4,10,4,4,6.0,9,4,Egypt
1948,Helm,3,4,10,6,5,6.0,9,6,Egypt
1948,Lore,4,5,10,8,4,5.0,9,7,Egypt
1948,Shield,4,3,10,5,4,5.0,9,7,Egypt
1948,Stewards,6,5,8,7,6,7.0,8,6,Egypt
1949,Archive,7,7,6,8,6,7.0,8,7,Egypt
1949,Craft,5,5,8,7,5,6.0,8,6,Egypt
1949,Flow,5,6,8,7,7,7.5,8,7,Egypt
1949,Hands,4,4,9,4,4,6.0,9,4,Egypt
1949,Helm,4,4,9,6,5,6.0,9,6,Egypt
1949,Lore,5,5,9,8,4,5.0,9,7,Egypt
1949,Shield,5,4,9,6,5,6.0,9,7,Egypt
1949,Stewards,6,6,7,7,6,7.0,8,6,Egypt
1950,Archive,7,8,5,8,7,7.0,7,7,Egypt
1950,Craft,7,6,6,7,6,6.0,7,6,Egypt
1950,Flow,7,7,6,7,7,8.0,7,7,Egypt
1950,Hands,5,5,7,4,5,6.0,8,4,Egypt
1950,Helm,5,5,7,6,5,6.0,8,7,Egypt
1950,Lore,7,7,7,8,5,6.0,8,7,Egypt
1950,Shield,5,5,8,6,5,6.0,8,7,Egypt
1950,Stewards,7,7,6,7,7,7.0,7,6,Egypt
1951,Archive,7,7,7,7,6,7.0,7,7,Egypt
1951,Craft,5,5,8,6,6,6.0,7,6,Egypt
1951,Flow,5,6,9,6,7,7.0,7,7,Egypt
1951,Hands,3,4,10,3,5,6.0,8,4,Egypt
1951,Helm,2,3,10,5,5,6.0,8,6,Egypt
1951,Lore,4,5,9,7,5,6.0,8,7,Egypt
1951,Shield,4,4,9,5,6,6.0,7,7,Egypt
1951,Stewards,5,5,8,6,6,7.0,7,6,Egypt
1952,Archive,6,6,8,7,6,6.0,8,7,Egypt
1952,Craft,5,5,9,6,5,6.0,8,6,Egypt
1952,Flow,4,5,10,6,7,7.0,8,7,Egypt
1952,Hands,4,5,9,4,5,6.0,8,4,Egypt
1952,Helm,5,5,9,6,4,5.0,9,6,Egypt
1952,Lore,6,6,8,7,5,5.0,9,7,Egypt
1952,Shield,8,6,7,6,5,6.0,8,7,Egypt
1952,Stewards,3,4,10,5,5,6.0,8,6,Egypt
1953,Archive,7,7,5,7,7,7.0,6,7,Egypt
1953,Craft,6,6,6,6,6,6.0,7,6,Egypt
1953,Flow,6,6,6,6,7,8.0,6,7,Egypt
1953,Hands,6,6,5,4,5,7.0,7,4,Egypt
1953,Helm,7,6,6,7,7,7.0,6,7,Egypt
1953,Lore,7,7,6,7,5,6.0,8,7,Egypt
1953,Shield,8,7,5,6,7,7.0,6,7,Egypt
1953,Stewards,4,4,7,5,6,7.0,7,6,Egypt
1954,Archive,7,7,5,7,7,7.0,6,7,Egypt
1954,Craft,7,6,5,7,6,7.0,6,6,Egypt
1954,Flow,6,6,5,6,8,8.0,6,7,Egypt
1954,Hands,7,6,5,4,5,7.0,6,4,Egypt
1954,Helm,8,7,5,7,8,8.0,5,8,Egypt
1954,Lore,6,6,7,7,4,5.0,9,7,Egypt
1954,Shield,8,7,5,6,7,7.0,6,7,Egypt
1954,Stewards,4,4,8,5,6,8.0,6,6,Egypt
1955,Archive,8,7,4,8,7,7.0,6,7,Egypt
1955,Craft,7,7,5,7,6,7.0,6,6,Egypt
1955,Flow,7,7,5,7,8,8.5,6,7,Egypt
1955,Hands,7,7,5,5,5,7.0,6,4,Egypt
1955,Helm,8,8,4,8,8,8.0,5,8,Egypt
1955,Lore,8,7,5,8,5,6.0,8,7,Egypt
1955,Shield,8,8,5,7,7,8.0,6,7,Egypt
1955,Stewards,4,5,7,6,7,8.0,6,6,Egypt
1956,Archive,8,8,5,8,7,8.0,6,7,Egypt
1956,Craft,7,7,6,7,6,7.0,7,6,Egypt
1956,Flow,5,6,8,7,9,9.0,5,8,Egypt
1956,Hands,8,7,6,5,5,7.0,7,4,Egypt
1956,Helm,9,8,6,8,8,9.0,6,8,Egypt
1956,Lore,9,9,5,8,5,6.0,8,7,Egypt
1956,Shield,8,7,7,7,6,7.0,8,7,Egypt
1956,Stewards,3,4,9,6,7,8.0,6,6,Egypt
1957,Archive,8,8,4,8,8,8.0,5,7,Egypt
1957,Craft,7,7,5,7,7,7.0,6,6,Egypt
1957,Flow,7,6,6,7,9,9.0,5,8,Egypt
1957,Hands,8,7,5,5,6,8.0,6,4,Egypt
1957,Helm,8,8,5,8,9,9.0,4,8,Egypt
1957,Lore,9,8,4,8,5,6.0,8,7,Egypt
1957,Shield,8,8,5,7,7,8.0,6,7,Egypt
1957,Stewards,4,5,7,6,7,8.0,5,6,Egypt
1958,Archive,8,8,5,9,8,8.0,5,7,Egypt
1958,Craft,7,7,5,8,7,7.0,5,6,Egypt
1958,Flow,7,7,6,7,9,9.0,4,8,Egypt
1958,Hands,8,8,5,5,6,8.0,5,4,Egypt
1958,Helm,7,7,7,8,9,9.0,4,8,Egypt
1958,Lore,8,8,6,8,5,6.0,7,7,Egypt
1958,Shield,8,8,5,7,8,8.0,5,7,Egypt
1958,Stewards,5,5,7,7,7,8.0,5,6,Egypt
1959,Archive,8,8,4,9,8,8.0,5,7,Egypt
1959,Craft,8,7,5,8,7,7.0,5,6,Egypt
1959,Flow,7,7,5,7,9,9.0,4,8,Egypt
1959,Hands,8,8,5,5,6,8.0,5,4,Egypt
1959,Helm,8,8,5,8,9,9.0,4,8,Egypt
1959,Lore,8,8,5,8,5,6.0,7,7,Egypt
1959,Shield,8,8,5,7,8,8.0,5,7,Egypt
1959,Stewards,6,6,6,7,7,8.0,5,6,Egypt
1960,Archive,9,9,4,9,8,8.0,5,7,Egypt
1960,Craft,8,8,4,8,7,7.0,5,6,Egypt
1960,Flow,8,8,5,8,9,9.0,4,8,Egypt
1960,Hands,8,8,5,6,6,8.0,5,4,Egypt
1960,Helm,8,8,5,8,9,9.0,4,8,Egypt
1960,Lore,8,8,6,8,5,6.0,7,7,Egypt
1960,Shield,8,8,5,7,8,8.0,5,7,Egypt
1960,Stewards,6,7,6,7,7,8.0,5,6,Egypt
1961,Archive,9,8,4,9,8,8.0,5,7,Egypt
1961,Craft,8,8,4,8,7,7.0,5,7,Egypt
1961,Flow,6,7,6,7,8,8.0,5,7,Egypt
1961,Hands,8,8,5,6,6,7.0,6,4,Egypt
1961,Helm,8,8,5,8,8,8.0,5,8,Egypt
1961,Lore,9,8,4,9,5,6.0,8,7,Egypt
1961,Shield,8,8,5,7,7,7.0,6,7,Egypt
1961,Stewards,4,4,8,7,7,8.0,5,6,Egypt
1962,Archive,9,9,4,9,8,8.0,5,7,Egypt
1962,Craft,8,8,4,8,7,7.0,6,7,Egypt
1962,Flow,7,7,5,7,8,8.0,5,7,Egypt
1962,Hands,8,8,5,6,6,7.0,6,4,Egypt
1962,Helm,9,8,4,8,8,8.0,5,8,Egypt
1962,Lore,9,9,4,9,5,6.0,8,7,Egypt
1962,Shield,8,8,5,7,7,7.0,7,7,Egypt
1962,Stewards,5,5,7,7,7,8.0,6,6,Egypt
1963,Archive,9,8,5,9,8,8.0,6,7,Egypt
1963,Craft,8,8,5,8,7,7.0,6,7,Egypt
1963,Flow,7,7,5,7,8,8.0,6,7,Egypt
1963,Hands,8,8,5,6,6,7.0,7,4,Egypt
1963,Helm,8,8,5,8,8,8.0,6,8,Egypt
1963,Lore,8,8,5,8,5,6.0,8,7,Egypt
1963,Shield,7,8,6,7,7,7.0,7,7,Egypt
1963,Stewards,5,5,7,7,7,7.0,6,6,Egypt
1964,Archive,9,9,5,9,8,8.0,6,7,Egypt
1964,Craft,8,8,5,8,7,7.0,6,7,Egypt
1964,Flow,7,7,5,7,7,8.0,6,7,Egypt
1964,Hands,8,8,5,6,6,7.0,7,4,Egypt
1964,Helm,8,8,5,8,8,8.0,6,8,Egypt
1964,Lore,8,8,5,8,5,6.0,8,7,Egypt
1964,Shield,7,7,7,7,7,7.0,7,7,Egypt
1964,Stewards,5,5,7,7,7,7.0,7,6,Egypt
1965,Archive,8,8,6,9,8,8.0,6,7,Egypt
1965,Craft,7,8,6,8,7,7.0,7,7,Egypt
1965,Flow,6,7,7,7,7,7.5,7,7,Egypt
1965,Hands,7,7,6,6,6,7.0,7,4,Egypt
1965,Helm,7,7,6,8,8,8.0,6,8,Egypt
1965,Lore,8,7,6,8,5,6.0,8,7,Egypt
1965,Shield,6,7,8,7,7,7.0,7,7,Egypt
1965,Stewards,5,5,8,7,7,7.0,7,6,Egypt
1966,Archive,8,8,6,9,8,8.0,7,7,Egypt
1966,Craft,7,7,7,8,7,7.0,7,7,Egypt
1966,Flow,6,6,8,7,7,7.5,7,7,Egypt
1966,Hands,7,7,7,6,6,7.0,7,4,Egypt
1966,Helm,7,7,7,8,8,8.0,7,8,Egypt
1966,Lore,8,7,7,8,5,5.0,9,7,Egypt
1966,Shield,6,7,8,7,7,7.0,8,7,Egypt
1966,Stewards,5,5,8,7,7,7.0,7,6,Egypt
1967,Archive,7,6,9,8,7,7.0,8,7,Egypt
1967,Craft,5,5,10,7,6,6.0,8,6,Egypt
1967,Flow,3,4,10,7,7,7.0,8,7,Egypt
1967,Hands,5,5,10,5,5,6.0,9,4,Egypt
1967,Helm,3,4,10,8,5,6.0,9,7,Egypt
1967,Lore,4,5,9,8,4,5.0,9,7,Egypt
1967,Shield,2,2,10,5,3,4.0,10,6,Egypt
1967,Stewards,4,4,10,7,6,6.0,8,6,Egypt
1968,Archive,7,7,8,8,7,8.0,7,7,Egypt
1968,Craft,6,6,8,7,6,7.0,7,6,Egypt
1968,Flow,5,5,8,7,7,8.0,7,7,Egypt
1968,Hands,6,6,8,5,5,7.0,8,4,Egypt
1968,Helm,6,6,8,8,7,7.0,7,8,Egypt
1968,Lore,6,6,8,8,5,6.0,8,7,Egypt
1968,Shield,6,6,8,7,5,6.0,8,7,Egypt
1968,Stewards,5,5,8,7,6,7.0,7,6,Egypt
1969,Archive,8,7,7,9,8,8.0,6,7,Egypt
1969,Craft,7,7,7,8,7,7.0,6,6,Egypt
1969,Flow,6,6,7,7,8,8.0,6,7,Egypt
1969,Hands,7,7,7,5,6,7.0,7,4,Egypt
1969,Helm,7,7,7,8,8,8.0,6,8,Egypt
1969,Lore,7,7,7,8,5,6.0,8,7,Egypt
1969,Shield,8,7,7,8,6,7.0,7,7,Egypt
1969,Stewards,5,6,7,7,7,7.0,6,6,Egypt
1970,Archive,8,8,6,9,8,8.0,6,7,Egypt
1970,Craft,7,7,6,8,7,7.0,6,6,Egypt
1970,Flow,6,7,7,7,8,8.0,6,7,Egypt
1970,Hands,8,8,6,5,6,7.0,7,4,Egypt
1970,Helm,6,7,8,7,8,8.0,6,8,Egypt
1970,Lore,9,8,6,8,5,6.0,8,7,Egypt
1970,Shield,8,8,6,8,7,7.0,7,7,Egypt
1970,Stewards,6,6,7,7,7,7.0,6,6,Egypt
1971,Archive,8,7,5,8,8,8.0,5,7,Egypt
1971,Craft,7,7,6,7,7,7.0,6,7,Egypt
1971,Flow,6,6,7,7,8,8.0,5,7,Egypt
1971,Hands,6,6,7,5,6,7.0,7,4,Egypt
1971,Helm,8,7,5,7,8,8.0,5,8,Egypt
1971,Lore,7,7,6,8,5,6.0,8,7,Egypt
1971,Shield,8,8,5,8,7,7.0,6,7,Egypt
1971,Stewards,5,6,6,7,7,7.0,6,6,Egypt
1972,Archive,8,8,5,8,8,8.0,5,7,Egypt
1972,Craft,7,7,6,7,7,7.0,6,7,Egypt
1972,Flow,6,6,7,7,8,8.0,5,7,Egypt
1972,Hands,6,6,8,5,6,7.0,7,4,Egypt
1972,Helm,7,7,6,7,8,8.0,5,8,Egypt
1972,Lore,6,7,7,8,5,6.0,8,7,Egypt
1972,Shield,8,8,5,8,7,7.0,6,7,Egypt
1972,Stewards,6,6,6,7,7,7.0,6,6,Egypt
1973,Archive,8,9,4,8,8,8.0,6,7,Egypt
1973,Craft,8,8,5,8,7,7.0,6,7,Egypt
1973,Flow,6,7,6,7,8,8.0,6,7,Egypt
1973,Hands,8,7,5,5,6,7.0,7,4,Egypt
1973,Helm,9,8,4,8,9,9.0,6,8,Egypt
1973,Lore,9,8,4,8,5,6.0,8,7,Egypt
1973,Shield,9,9,5,9,8,8.0,7,7,Egypt
1973,Stewards,6,6,5,7,7,8.0,6,6,Egypt
1974,Archive,8,8,5,8,8,8.0,5,7,Egypt
1974,Craft,8,7,6,8,7,8.0,5,7,Egypt
1974,Flow,7,7,5,8,8,9.0,5,7,Egypt
1974,Hands,7,6,7,5,6,7.0,7,4,Egypt
1974,Helm,8,7,6,8,9,9.0,5,8,Egypt
1974,Lore,8,7,6,8,5,6.0,8,7,Egypt
1974,Shield,8,8,6,8,8,8.0,6,7,Egypt
1974,Stewards,7,7,6,7,7,8.0,5,6,Egypt
1975,Archive,8,8,5,8,8,8.0,5,7,Egypt
1975,Craft,7,7,6,8,7,8.0,5,7,Egypt
1975,Flow,8,8,5,8,9,9.0,5,8,Egypt
1975,Hands,6,6,7,5,6,7.0,7,4,Egypt
1975,Helm,8,7,6,8,9,9.0,5,8,Egypt
1975,Lore,7,6,7,8,5,6.0,8,7,Egypt
1975,Shield,8,7,6,7,8,8.0,6,7,Egypt
1975,Stewards,8,7,5,7,7,8.0,5,6,Egypt
1976,Archive,8,8,6,8,8,8.0,5,7,Egypt
1976,Craft,7,7,7,8,7,8.0,5,7,Egypt
1976,Flow,8,8,6,8,9,9.0,5,8,Egypt
1976,Hands,5,5,8,5,6,7.0,7,4,Egypt
1976,Helm,7,7,7,8,9,9.0,5,8,Egypt
1976,Lore,6,6,8,8,5,6.0,8,7,Egypt
1976,Shield,7,7,7,7,8,8.0,6,7,Egypt
1976,Stewards,8,7,6,8,7,8.0,5,7,Egypt
1977,Archive,7,7,8,8,8,8.0,6,7,Egypt
1977,Craft,6,6,8,8,7,8.0,6,7,Egypt
1977,Flow,6,6,9,8,8,9.0,6,7,Egypt
1977,Hands,3,4,10,5,5,7.0,9,4,Egypt
1977,Helm,4,5,9,8,8,8.0,7,8,Egypt
1977,Lore,5,5,9,8,5,6.0,9,7,Egypt
1977,Shield,7,7,8,7,8,8.0,7,7,Egypt
1977,Stewards,6,6,8,8,7,8.0,6,6,Egypt
1978,Archive,8,7,7,8,8,8.0,5,7,Egypt
1978,Craft,7,6,7,8,7,8.0,5,7,Egypt
1978,Flow,7,7,7,8,9,9.0,5,8,Egypt
1978,Hands,5,5,8,5,6,7.0,7,4,Egypt
1978,Helm,6,6,7,8,9,9.0,5,8,Egypt
1978,Lore,5,5,8,8,5,6.0,8,7,Egypt
1978,Shield,7,7,7,7,8,8.0,6,7,Egypt
1978,Stewards,7,7,7,8,7,8.0,5,7,Egypt
1979,Archive,8,7,6,8,8,8.0,6,7,Egypt
1979,Craft,7,6,6,8,7,8.0,6,7,Egypt
1979,Flow,8,7,6,8,9,9.0,5,8,Egypt
1979,Hands,5,5,8,5,6,7.0,7,4,Egypt
1979,Helm,5,6,8,8,9,9.0,6,8,Egypt
1979,Lore,4,5,9,8,5,6.0,8,7,Egypt
1979,Shield,7,7,6,7,8,8.0,6,7,Egypt
1979,Stewards,7,7,6,8,7,8.0,6,6,Egypt
1980,Archive,8,7,6,8,8,8.0,6,7,Egypt
1980,Craft,7,6,6,8,7,8.0,6,7,Egypt
1980,Flow,8,7,6,8,9,9.0,5,8,Egypt
1980,Hands,5,5,8,5,6,7.0,7,4,Egypt
1980,Helm,5,6,8,8,9,9.0,6,8,Egypt
1980,Lore,4,5,9,8,5,6.0,8,7,Egypt
1980,Shield,7,7,6,7,8,8.0,6,7,Egypt
1980,Stewards,7,7,6,8,7,8.0,6,6,Egypt
1981,Archive,7,7,6,8,8,8.0,6,7,Egypt
1981,Craft,6,6,6,7,7,7.0,6,7,Egypt
1981,Flow,6,6,6,7,8,8.0,6,7,Egypt
1981,Hands,5,5,8,4,5,7.0,8,4,Egypt
1981,Helm,3,5,10,6,8,8.0,7,8,Egypt
1981,Lore,4,6,9,7,5,6.0,8,7,Egypt
1981,Shield,6,7,8,6,8,8.0,6,7,Egypt
1981,Stewards,7,6,6,7,7,8.0,6,6,Egypt
1982,Archive,7,7,5,8,8,8.0,5,7,Egypt
1982,Craft,6,6,6,7,7,7.0,5,7,Egypt
1982,Flow,6,6,6,7,8,8.5,5,7,Egypt
1982,Hands,5,5,7,4,6,7.0,7,4,Egypt
1982,Helm,6,6,7,7,9,8.0,5,8,Egypt
1982,Lore,6,6,8,7,5,6.0,8,7,Egypt
1982,Shield,8,7,5,6,8,8.0,5,7,Egypt
1982,Stewards,7,6,6,7,7,8.0,5,6,Egypt
1983,Archive,7,7,5,8,8,8.0,5,7,Egypt
1983,Craft,6,6,6,7,7,7.0,5,7,Egypt
1983,Flow,6,6,6,7,8,8.5,5,7,Egypt
1983,Hands,5,5,7,4,6,7.0,7,4,Egypt
1983,Helm,7,6,6,7,9,8.0,5,8,Egypt
1983,Lore,6,6,7,7,5,6.0,8,7,Egypt
1983,Shield,8,7,5,6,8,8.0,5,7,Egypt
1983,Stewards,7,6,6,7,7,8.0,5,6,Egypt
1984,Archive,8,7,4,8,8,8.0,5,7,Egypt
1984,Craft,6,6,6,7,7,7.0,5,7,Egypt
1984,Flow,6,6,6,7,8,8.0,5,7,Egypt
1984,Hands,5,5,7,4,6,7.0,7,4,Egypt
1984,Helm,7,7,5,7,9,8.0,5,8,Egypt
1984,Lore,6,6,7,7,5,6.0,8,7,Egypt
1984,Shield,8,7,5,6,8,8.0,5,7,Egypt
1984,Stewards,7,6,6,7,7,8.0,5,6,Egypt
1985,Archive,7,7,5,8,8,8.0,5,7,Egypt
1985,Craft,6,6,6,7,7,7.0,5,7,Egypt
1985,Flow,6,6,7,7,8,8.0,5,7,Egypt
1985,Hands,5,5,8,4,6,7.0,7,4,Egypt
1985,Helm,7,6,6,7,9,8.0,5,8,Egypt
1985,Lore,6,6,7,7,5,6.0,8,7,Egypt
1985,Shield,8,7,5,6,8,8.0,5,7,Egypt
1985,Stewards,7,6,6,7,7,8.0,6,6,Egypt
1986,Archive,7,7,5,8,8,8.0,6,7,Egypt
1986,Craft,6,6,6,7,7,7.0,6,7,Egypt
1986,Flow,6,6,6,7,8,8.0,6,7,Egypt
1986,Hands,5,5,9,4,6,7.0,7,4,Egypt
1986,Helm,7,6,8,7,8,8.0,6,8,Egypt
1986,Lore,6,6,7,7,5,6.0,8,7,Egypt
1986,Shield,4,6,9,6,8,8.0,6,7,Egypt
1986,Stewards,7,6,6,7,7,7.0,6,6,Egypt
1987,Archive,7,7,5,8,8,8.0,6,7,Egypt
1987,Craft,6,6,6,7,7,7.0,6,7,Egypt
1987,Flow,6,6,7,7,7,8.0,6,7,Egypt
1987,Hands,5,5,8,4,5,7.0,8,4,Egypt
1987,Helm,7,6,7,7,8,8.0,6,8,Egypt
1987,Lore,6,6,7,7,5,6.0,8,7,Egypt
1987,Shield,7,7,6,6,8,8.0,6,7,Egypt
1987,Stewards,7,6,6,7,7,7.0,7,6,Egypt
1988,Archive,7,7,5,8,8,8.0,6,7,Egypt
1988,Craft,6,6,6,7,7,7.0,6,7,Egypt
1988,Flow,6,5,7,7,7,7.5,7,7,Egypt
1988,Hands,5,4,8,4,5,6.0,8,4,Egypt
1988,Helm,7,6,6,7,8,8.0,6,8,Egypt
1988,Lore,6,6,7,7,5,6.0,8,7,Egypt
1988,Shield,7,7,6,6,8,8.0,6,7,Egypt
1988,Stewards,7,6,6,7,7,7.0,7,6,Egypt
1989,Archive,7,7,5,8,8,8.0,6,7,Egypt
1989,Craft,6,6,6,7,7,7.0,6,7,Egypt
1989,Flow,6,5,7,7,7,7.5,7,7,Egypt
1989,Hands,5,4,8,4,5,6.0,8,4,Egypt
1989,Helm,7,6,6,7,8,8.0,6,8,Egypt
1989,Lore,6,6,7,7,5,6.0,8,7,Egypt
1989,Shield,7,7,6,6,8,8.0,6,7,Egypt
1989,Stewards,7,6,6,7,7,7.0,7,6,Egypt
1990,Archive,7,7,5,8,8,8.0,6,7,Egypt
1990,Craft,6,6,6,7,7,7.0,6,7,Egypt
1990,Flow,6,6,6,7,7,7.0,7,7,Egypt
1990,Hands,5,5,8,4,5,6.0,8,4,Egypt
1990,Helm,7,6,6,7,8,8.0,6,8,Egypt
1990,Lore,6,6,8,7,5,6.0,8,7,Egypt
1990,Shield,7,8,6,7,8,8.0,6,7,Egypt
1990,Stewards,7,6,6,7,7,7.0,7,6,Egypt
1991,Archive,8,8,4,8,8,8.0,6,7,Egypt
1991,Craft,6,6,6,7,7,7.0,6,7,Egypt
1991,Flow,7,8,5,7,7,7.0,7,7,Egypt
1991,Hands,5,5,7,4,5,6.0,8,4,Egypt
1991,Helm,8,8,4,7,8,8.0,6,8,Egypt
1991,Lore,6,6,7,7,5,6.0,8,7,Egypt
1991,Shield,8,8,5,7,8,8.0,6,7,Egypt
